"input" "reason" "matches" "symbol" "organism.name" "secondaryIdentifier" "primaryIdentifier" "class" "briefDescription"
"WBGene00001734" "MATCH" "1" "grl-25" "Caenorhabditis elegans" "ZK643.8" "WBGene00001734" "Gene" "grl-25 encodes a putatively hedgehog-like protein, with an N-terminalsignal sequence and an extended glycine-rich low-complexity region;GRL-25 is expressed in intestine and the nervous system."
"WBGene00013717" "MATCH" "1" "madf-10" "Caenorhabditis elegans" "Y106G6H.4" "WBGene00013717" "Gene" ""
"WBGene00013719" "MATCH" "1" "Y106G6H.6" "Caenorhabditis elegans" "Y106G6H.6" "WBGene00013719" "Gene" ""
"WBGene00013718" "MATCH" "1" "pdpr-1" "Caenorhabditis elegans" "Y106G6H.5" "WBGene00013718" "Gene" "The Y106G6H.5 gene encodes a homolog of the human gene SARDH, which when mutated leads to sarcosinemia, (OMIM:268900)."
"WBGene00013711" "MATCH" "1" "Y106G6G.2" "Caenorhabditis elegans" "Y106G6G.2" "WBGene00013711" "Gene" ""
"WBGene00013710" "MATCH" "1" "Y106G6G.1" "Caenorhabditis elegans" "Y106G6G.1" "WBGene00013710" "Gene" ""
"WBGene00000437" "MATCH" "1" "ceh-13" "Caenorhabditis elegans" "R13A5.5" "WBGene00000437" "Gene" "a homolog of Hox genes of labial/Hox1 type; affects viability, body shape and anterior patterning during embryogenesis, interacts genetically with hox genes; and is expressed in A, D, E and MS lineages in the early embryo, and in the anterior dorsal hypodermal cells, anterior body wall muscle cells, and in the cells of the prospective ventral nerve cord at the comma stage; and in the ventral nerve cord and and ventral and dorsal hypodermal cells in L1 larvae."
"WBGene00001768" "MATCH" "1" "gst-20" "Caenorhabditis elegans" "Y48E1B.10" "WBGene00001768" "Gene" ""
"WBGene00001769" "MATCH" "1" "gst-21" "Caenorhabditis elegans" "ZK697.6" "WBGene00001769" "Gene" ""
"WBGene00000439" "MATCH" "1" "ceh-16" "Caenorhabditis elegans" "C13G5.1" "WBGene00000439" "Gene" "ceh-16 encodes a homeodomain protein orthologous to Drosophila and vertebrate Engrailed proteins involved in segment and appendage development; ceh-16 is an essential gene required for proper specification and differentiation of the lateral seam cells during embryonic development; in specifying seam cell fates, CEH-16 appears to act as a transcriptional regulator, repressing expression of the eff-1 gene required for cell fusion and inducing expression of seam cell-specific genes such as elt-5/GATA, nhr-73, and nhr-74; in addition, during post-embryonic development, ceh-16 functions to regulate the expansion division of the epidermal seam cells that occurs during the L2 larval stage; in regulating the expansion division, ceh-16 interacts genetically with apr-1, a member of the Wnt signaling pathway that encodes the C. elegans APC ortholog; a rescuing CEH-16::GFP fusion protein is first expressed in the early embryo in cells of the AB lineage; in later embryonic stages CEH-16::GFP is seen in all lateral seam cell nuclei as well as in some anterior neurons; during post-embryonic development, CEH-16::GFP is expressed in the DA1 and DD1 motor neurons."
"WBGene00001764" "MATCH" "1" "gst-16" "Caenorhabditis elegans" "F37B1.5" "WBGene00001764" "Gene" ""
"WBGene00000435" "MATCH" "1" "ceh-10" "Caenorhabditis elegans" "W03A3.1" "WBGene00000435" "Gene" "ceh-10 encodes a member of the Paired-like class of homeodomain proteins; the CEH-10 homeodomain is closely related to the homeodomains of two vertebrate retina proteins (Chx10 from mice and Vsx-1 from goldfish); ceh-10 is required for CAN cell fate specification and migration, complete loss of ceh-10 function results in failure of CAN cell migration and loss of expression of CEH-23 and CEH-10 itself in the CAN and AIY interneurons; CEH-10, along with TTX-3 and CEH-23, constitutes a regulatory cascade of transcription factors that controls all sub-type specific features of the AIY interneurons."
"WBGene00001760" "MATCH" "1" "gst-12" "Caenorhabditis elegans" "F37B1.2" "WBGene00001760" "Gene" ""
"WBGene00000430" "MATCH" "1" "ceh-5" "Caenorhabditis elegans" "C16C2.1" "WBGene00000430" "Gene" "ceh-5 encodes a homeodomain protein, similar to the human VENTRAL ANTERIOR HOMEO BOX 2 gene (VAX2; OMIM:604295); CEH-5 is dispensable for viability and gross morphology."
"WBGene00000431" "MATCH" "1" "ceh-6" "Caenorhabditis elegans" "K02B12.1" "WBGene00000431" "Gene" "ceh-6 encodes a POU family homeodomain protein, homologous to human POU3F4 (OMIM:304400, mutated in conductive deafness 3); ceh-6 is required for embryonic viability, locomotion, and molting, and for regulation of ectodermal and excretory function; ceh-6 activity is also required for transdifferentiation of the Y rectal cell to the PDA neuron during larval development; CEH-6 is expressed dynamically during development and expression includes neurons, the excretory cell, and ectodermal cells; CEH-6 localizes to both the nucleus and the cytoplasm."
"WBGene00013728" "MATCH" "1" "Y111B2A.2" "Caenorhabditis elegans" "Y111B2A.2" "WBGene00013728" "Gene" ""
"WBGene00013727" "MATCH" "1" "Y111B2A.1" "Caenorhabditis elegans" "Y111B2A.1" "WBGene00013727" "Gene" ""
"WBGene00013726" "MATCH" "1" "Y106G6H.16" "Caenorhabditis elegans" "Y106G6H.16" "WBGene00013726" "Gene" ""
"WBGene00013725" "MATCH" "1" "ska-1" "Caenorhabditis elegans" "Y106G6H.15" "WBGene00013725" "Gene" ""
"WBGene00013729" "MATCH" "1" "Y111B2A.3" "Caenorhabditis elegans" "Y111B2A.3" "WBGene00013729" "Gene" ""
"WBGene00013720" "MATCH" "1" "Y106G6H.8" "Caenorhabditis elegans" "Y106G6H.8" "WBGene00013720" "Gene" ""
"WBGene00013724" "MATCH" "1" "Y106G6H.14" "Caenorhabditis elegans" "Y106G6H.14" "WBGene00013724" "Gene" ""
"WBGene00013722" "MATCH" "1" "Y106G6H.10" "Caenorhabditis elegans" "Y106G6H.10" "WBGene00013722" "Gene" "This gene encodes a protein containing an F-box, a motif predicted to mediate protein-protein interactions either with homologs of yeast Skp-1p or with other proteins."
"WBGene00013721" "MATCH" "1" "Y106G6H.9" "Caenorhabditis elegans" "Y106G6H.9" "WBGene00013721" "Gene" "This gene encodes a protein containing an F-box, a motif predicted to mediate protein-protein interactions either with homologs of yeast Skp-1p or with other proteins."
"WBGene00000426" "MATCH" "1" "ced-12" "Caenorhabditis elegans" "Y106G6E.5" "WBGene00000426" "Gene" "ced-12 encodes the C. elegans ELMO ortholog; ced-12 is required both for phagocytotic engulfment of apoptotic cells, and for normal migrations of healthy cells during development; CED-12 binds directly to CED-5, the C. elegans DOCK180 ortholog."
"WBGene00001757" "MATCH" "1" "gst-9" "Caenorhabditis elegans" "R05F9.5" "WBGene00001757" "Gene" "gst-9 encodes a predicted glutathione S-transferase; by homology, GST-9 is predicted to play a role in the detoxification of environmental toxins and xenobiotics by transferring glutathione to reactive electrophilic compounds; however, as loss of gst-9 activity via large-scale RNAi screens does not result in any obvious abnormalities, the precise role of GST-9 in C. elegans development and/or behavior is not yet known."
"WBGene00001758" "MATCH" "1" "gst-10" "Caenorhabditis elegans" "Y45G12C.2" "WBGene00001758" "Gene" "gst-10 encodes a glutathione S-transferase with similarity to the pi class of human glutathione S-transferases; GST-10 catalyzes the conjugation of glutathione to 4-hydroxynonenal in vitro."
"WBGene00001759" "MATCH" "1" "gst-11" "Caenorhabditis elegans" "R11G1.3" "WBGene00001759" "Gene" ""
"WBGene00000429" "MATCH" "1" "ceh-2" "Caenorhabditis elegans" "C27A12.5" "WBGene00000429" "Gene" "ceh-2 encodes a homeodomain protein homologous to Drosophila empty spiracles (EMS) and the vertebrate EMX1 and EMX2 proteins (OMIM:600034, 600035); although the exact biological role of CEH-2 in C. elegans development and/or behavior is not yet known, expression in pharyngeal neurons and muscle, as well as vulval cells (vulB1, vulB2, and vulC) at late stages of development suggests that CEH-2 may play a role in terminal differentiation events in diverse cell types."
"WBGene00000422" "MATCH" "1" "ced-8" "Caenorhabditis elegans" "F08F1.5" "WBGene00000422" "Gene" "The ced-8 gene encodes a homolog of the human putative membrane transporter XK; ced-8 is required for apoptosis to occur with normal speed during embryonic development."
"WBGene00001753" "MATCH" "1" "gst-5" "Caenorhabditis elegans" "R03D7.6" "WBGene00001753" "Gene" "gst-5 encodes a glutathione-S-transferase that inhibits CEP-1- and HUS-1-dependent germline apoptosis, as do BMK-1, RAD-50, and RAD-51."
"WBGene00000423" "MATCH" "1" "ced-9" "Caenorhabditis elegans" "T07C4.8" "WBGene00000423" "Gene" "ced-9 encodes the sole C. elegans homolog of the mammalian cell-death inhibitor Bcl-2; during development, ced-9 activity is essential for preventing cells from undergoing programmed cell death; ced-9 also appears to have proapoptotic activity; CED-9 functions by binding and repressing the activity of CED-4, a protein similar to human APAF-1 and positive regulator of CED-3 caspase activity; CED-9 localizes to the mitochondrial outer membrane, although this localization is not essential for CED-9 to regulate apoptosis."
"WBGene00000424" "MATCH" "1" "ced-10" "Caenorhabditis elegans" "C09G12.8" "WBGene00000424" "Gene" "ced-10 encodes a GTPase orthologous to human RAC1 (OMIM:602048) that is required for phagocytosis during programmed cell death and for migration of the distal tip cells of the somatic gonad; CED-10 functions in the engulfing cell during apoptosis, and is activated by a complex of CED-2(CrkII) and CED-5(DOCK180) to promote formation of the polarized cell extensions associated with cell corpse engulfment."
"WBGene00001755" "MATCH" "1" "gst-7" "Caenorhabditis elegans" "F11G11.2" "WBGene00001755" "Gene" "gst-7 encodes a predicted glutathione S-transferase."
"WBGene00000425" "MATCH" "1" "ced-11" "Caenorhabditis elegans" "ZK512.3" "WBGene00000425" "Gene" "The ced-11 gene encodes a predicted transmembrane ion channel related to the long transient receptor potential channel (LTRPC) subfamily of TRP channels found in Drosophila and mammals; CED-11 functions as a downstream effector in the programmed cell death pathway and may play a role in affecting the morphological changes seen in the nucleus, cytoplasm, and plasma membrane of apoptotic cells."
"WBGene00000420" "MATCH" "1" "ced-6" "Caenorhabditis elegans" "F56D2.7" "WBGene00000420" "Gene" "ced-6 encodes an Src homology (SH) 3 and phosphotyrosine-binding (PTB) domain-containing adaptor protein, orthologous to human CED-6/GULP, that is required for cell corpse engulfment during apoptosis; CED-6 is bound by the phosphotyrosine binding motif in the cytoplasmic tail of the transmembrane protein CED-1, and and within phagocytic cells this interaction may be part of a signal transduction pathway that promotes apoptotic cell engulfment."
"WBGene00001751" "MATCH" "1" "gst-3" "Caenorhabditis elegans" "K08F4.11" "WBGene00001751" "Gene" "gst-3 encodes a predicted glutathione S-transferase."
"WBGene00000421" "MATCH" "1" "ced-7" "Caenorhabditis elegans" "C48B4.4" "WBGene00000421" "Gene" "ced-7 encodes an ATP binding cassette (ABC) transporter that is a member of the ABCA subfamily of transporter proteins; CED-7 activity is required in both apoptotic and phagocytic cells for engulfment of apoptotic cell corpses; in regulating apoptotic cell clearance, CED-7 functions upstream of CED-10/Rac, and together with CED-1 and CED-6, to mediate actin reorganization around the apoptotic cell corpse in the phagocytic cell; in regulating engulfment with CED-1 and CED-6, CED-7 acts in a pathway parallel to that of CED-2, CED-5, and CED-12; CED-7 localizes to the plasma membrane of many embryonic cells, but in larvae and adults is found in the amphid and phasmid sheath cells and the pharyngeal-intestinal valve; further, CED-7 is expressed in the Z2 and Z3 germline precursor cells and in the germline, except for sperm."
"WBGene00001752" "MATCH" "1" "gst-4" "Caenorhabditis elegans" "K08F4.7" "WBGene00001752" "Gene" "gst-4 encodes a putative glutathione-requiring prostaglandin D synthase;gst-4 is required for sperm to normally migrate towards a PUFA-basedsignal exuded by oocytes; gst-4(RNAi) hermaphrodites are infertile, boththrough aberrant loss of their own sperm and through failure of males toeffectively inseminate them; in mammalian eicosanoid signalling,prostaglandin D synthase is required for the conversion of prostaglandinH2 into D2; gst-4 mRNA is expressed in adults, and accumulationincreases in response to paraquat."
"WBGene00006565" "MATCH" "1" "tfg-1" "Caenorhabditis elegans" "Y63D3A.5" "WBGene00006565" "Gene" "tfg-1 encodes a tumor suppressor gene homologous to human TRK-fused gene (TFG)(OMIM: 602498); TFG-1 is sufficient and necessary to inhibit the normal apoptotic pathway; TFG-1 influences body size and responsible for determining the size of adults; TFG-1 functions in a novel pathway independent of TGF-beta; and insulin signaling to control cell growth and size;  TFG-1 directly interacts with SEC-16 and controls COPII subunit accumulation at the endoplasmic reticulum exit sites; TFG-1 requires SEC-16 for its localization and SEC-16 requires TFG-1 to accumulate normally on endoplasmic reticulum exit sites; TFG-1 hexamers facilitates normal assembly of large complexes containing SEC-16 and COPII subunits; TFG-1 depletion leads to a defect in normal Golgi assembly; analogously to C. elegans TFG-1, human TFG functions at endoplasmic reticulum exit sites; TFG-1 is detectable as early as the two cell stage of embryogenesis and expression continues throughout embryogenesis, punctated pattern in cytoplasm colocalizing with mitochondrial COX1."
"WBGene00006566" "MATCH" "1" "tgt-1" "Caenorhabditis elegans" "ZK829.6" "WBGene00006566" "Gene" "tgt-1 encodes a tRNA-guanine transglycosylase predicted to be mitochondrial."
"WBGene00006563" "MATCH" "1" "teg-1" "Caenorhabditis elegans" "Y47D3A.27" "WBGene00006563" "Gene" "teg-1 encodes a protein with similarity to mammalian CD2BP2 and Saccharomyces cerevisiae Lin1p; teg-1 is involved in regulating the stem cell proliferation versus differentiation decision in the germ line; TEG-1 physically interacts in vivo with UAF-1, the C. elegans homolog of the U2AF65 splicing factor; TEG-1 is expressed in the germline and somatic cells of the gonad and in the intestine; in the gonad, TEG-1 is enriched in the nucleoplasm with fainter levels seen in the cytoplasm of the gonad and intestine; within the gonad, TEG-1 nucleoplasmic expression is highest in oocytes, the somatic Distal Tip Cell (DTC), and sheath cells."
"WBGene00006561" "MATCH" "1" "tcl-2" "Caenorhabditis elegans" "Y38C1AA.4" "WBGene00006561" "Gene" ""
"WBGene00006562" "MATCH" "1" "tdc-1" "Caenorhabditis elegans" "K01C8.3" "WBGene00006562" "Gene" "tdc-1 encodes the major C. elegans tyrosine decarboxylase; TDC-1 is an aromatic-L-amino-acid/L-histidine decarboxylase that is required for the synthesis of tyramine and octopamine, and thus for behaviors dependent upon these biogenic amines, including egg laying, locomotion, and touch response; TDC-1 is expressed in the RIC and RIM interneurons, in the gonadal sheath cells, and in the UV1 uterine cells."
"WBGene00007892" "MATCH" "1" "C33B4.4" "Caenorhabditis elegans" "C33B4.4" "WBGene00007892" "Gene" ""
"WBGene00305095" "MATCH" "1" "C31C9.9" "Caenorhabditis elegans" "C31C9.9" "WBGene00305095" "Gene" ""
"WBGene00017216" "MATCH" "1" "F07F6.2" "Caenorhabditis elegans" "F07F6.2" "WBGene00017216" "Gene" ""
"WBGene00017215" "MATCH" "1" "F07F6.1" "Caenorhabditis elegans" "F07F6.1" "WBGene00017215" "Gene" ""
"WBGene00019877" "MATCH" "1" "R05D3.2" "Caenorhabditis elegans" "R05D3.2" "WBGene00019877" "Gene" "R05D3.2 is orthologous to the human gene, LMBR1 (Limb Region 1, Mouse, Homolog Of)."
"WBGene00305093" "MATCH" "1" "C16C8.27" "Caenorhabditis elegans" "C16C8.27" "WBGene00305093" "Gene" ""
"WBGene00017217" "MATCH" "1" "F07F6.4" "Caenorhabditis elegans" "F07F6.4" "WBGene00017217" "Gene" ""
"WBGene00019884" "MATCH" "1" "R05D3.12" "Caenorhabditis elegans" "R05D3.12" "WBGene00019884" "Gene" ""
"WBGene00020866" "MATCH" "1" "vps-24" "Caenorhabditis elegans" "T27F7.1" "WBGene00020866" "Gene" ""
"WBGene00020867" "MATCH" "1" "shc-2" "Caenorhabditis elegans" "T27F7.2" "WBGene00020867" "Gene" "T27F7.2 encodes three proteins by multiple splicing, two of which (T27F7.2A-B) are fully orthologous to vertebrate Shc proteins (e.g., p52/p46SHC and p66SHC); like their orthologs, T27F7.2A-B have a PTB and an SH2 domain in N- to C-terminal order; T27F7.2 is expressed in gastrulating embryos (probably in neural precursors); T27F7.2 might be involved in RAS signal transduction or regulation of apoptosis."
"WBGene00020868" "MATCH" "1" "eif-1" "Caenorhabditis elegans" "T27F7.3" "WBGene00020868" "Gene" ""
"WBGene00019882" "MATCH" "1" "R05D3.9" "Caenorhabditis elegans" "R05D3.9" "WBGene00019882" "Gene" ""
"WBGene00019883" "MATCH" "1" "met-2" "Caenorhabditis elegans" "R05D3.11" "WBGene00019883" "Gene" "met-2 encodes a histone methyltransferase similar to human SETDB1; during development, met-2 acts as a class B synMuv gene: loss of met-2 activity in the background of a class A or class C synMuv mutant, such as lin-15A or trr-1, respectively, results in a multivulval phenotype, indicating that met-2 acts to negatively regulate vulval cell fate specification; as met-2 is required for normal levels of histone H3K36 and H3K9 trimethylation and met-2;lin-15A animals show an increase in lin-3 EGF expression, met-2 likely acts as part of a transcriptional repressor complex that negatively regulates lin-3 EGF transcription to restrict vulval development to three of the six cells in the vulval equivalence group; in addition, genetic studies indicate that met-2 likely acts redundantly with met-1 to inhibit vulval cell fates."
"WBGene00017221" "MATCH" "1" "dgn-3" "Caenorhabditis elegans" "F07G6.1" "WBGene00017221" "Gene" ""
"WBGene00017220" "MATCH" "1" "F07F6.8" "Caenorhabditis elegans" "F07F6.8" "WBGene00017220" "Gene" ""
"WBGene00019881" "MATCH" "1" "R05D3.8" "Caenorhabditis elegans" "R05D3.8" "WBGene00019881" "Gene" ""
"WBGene00006559" "MATCH" "1" "tbx-40" "Caenorhabditis elegans" "Y73F8A.17" "WBGene00006559" "Gene" ""
"WBGene00020861" "MATCH" "1" "T27E4.1" "Caenorhabditis elegans" "T27E4.1" "WBGene00020861" "Gene" ""
"WBGene00007887" "MATCH" "1" "gadr-2" "Caenorhabditis elegans" "C33A12.12" "WBGene00007887" "Gene" ""
"WBGene00007886" "MATCH" "1" "ethe-1" "Caenorhabditis elegans" "C33A12.7" "WBGene00007886" "Gene" ""
"WBGene00006555" "MATCH" "1" "tbx-36" "Caenorhabditis elegans" "ZK829.5" "WBGene00006555" "Gene" ""
"WBGene00006552" "MATCH" "1" "tbx-33" "Caenorhabditis elegans" "Y66A7A.8" "WBGene00006552" "Gene" ""
"WBGene00007883" "MATCH" "1" "C33A12.4" "Caenorhabditis elegans" "C33A12.4" "WBGene00007883" "Gene" ""
"WBGene00007882" "MATCH" "1" "C33A12.3" "Caenorhabditis elegans" "C33A12.3" "WBGene00007882" "Gene" ""
"WBGene00006551" "MATCH" "1" "tbx-32" "Caenorhabditis elegans" "ZK380.1" "WBGene00006551" "Gene" ""
"WBGene00007881" "MATCH" "1" "nlp-35" "Caenorhabditis elegans" "C33A12.2" "WBGene00007881" "Gene" ""
"WBGene00007880" "MATCH" "1" "C33A12.1" "Caenorhabditis elegans" "C33A12.1" "WBGene00007880" "Gene" "C33A12.1 encodes the C. elegans ortholog of the NDUFA5/B13 subunit of the mitochondrial NADH dehydrogenase (ubiquinone) complex (complex I)."
"WBGene00017226" "MATCH" "1" "fbxa-53" "Caenorhabditis elegans" "F07G6.7" "WBGene00017226" "Gene" ""
"WBGene00019888" "MATCH" "1" "btbd-10" "Caenorhabditis elegans" "R05F9.1" "WBGene00019888" "Gene" ""
"WBGene00018564" "MATCH" "1" "F47D12.9" "Caenorhabditis elegans" "F47D12.9" "WBGene00018564" "Gene" ""
"WBGene00019898" "MATCH" "1" "R05G6.4" "Caenorhabditis elegans" "R05G6.4" "WBGene00019898" "Gene" ""
"WBGene00019895" "MATCH" "1" "aagr-2" "Caenorhabditis elegans" "R05F9.12" "WBGene00019895" "Gene" ""
"WBGene00017235" "MATCH" "1" "F08B4.3" "Caenorhabditis elegans" "F08B4.3" "WBGene00017235" "Gene" ""
"WBGene00018561" "MATCH" "1" "gadr-3" "Caenorhabditis elegans" "F47D12.5" "WBGene00018561" "Gene" ""
"WBGene00019893" "MATCH" "1" "sgt-1" "Caenorhabditis elegans" "R05F9.10" "WBGene00019893" "Gene" ""
"WBGene00019894" "MATCH" "1" "R05F9.11" "Caenorhabditis elegans" "R05F9.11" "WBGene00019894" "Gene" ""
"WBGene00019892" "MATCH" "1" "R05F9.9" "Caenorhabditis elegans" "R05F9.9" "WBGene00019892" "Gene" ""
"WBGene00018562" "MATCH" "1" "F47D12.6" "Caenorhabditis elegans" "F47D12.6" "WBGene00018562" "Gene" ""
"WBGene00019890" "MATCH" "1" "R05F9.6" "Caenorhabditis elegans" "R05F9.6" "WBGene00019890" "Gene" ""
"WBGene00005219" "MATCH" "1" "srg-62" "Caenorhabditis elegans" "C24B9.12" "WBGene00005219" "Gene" ""
"WBGene00006547" "MATCH" "1" "tbx-11" "Caenorhabditis elegans" "F40H6.4" "WBGene00006547" "Gene" "tbx-11 encodes a T-box transcription factor that is orthologous to members of the Tbx2 subfamily of T-box transcription factors; by homology, TBX-11 is predicted to function in transcriptional regulation during cellular differentiation, potentially as both an activator and a repressor; however, as loss of tbx-11 function via large-scale RNAi screens does not result in any obvious abnormalities, the precise role of tbx-11 in C. elegans development and/or behavior is not yet known."
"WBGene00007878" "MATCH" "1" "C33A11.2" "Caenorhabditis elegans" "C33A11.2" "WBGene00007878" "Gene" ""
"WBGene00006545" "MATCH" "1" "tbx-8" "Caenorhabditis elegans" "T07C4.2" "WBGene00006545" "Gene" ""
"WBGene00007877" "MATCH" "1" "nfki-1" "Caenorhabditis elegans" "C33A11.1" "WBGene00007877" "Gene" ""
"WBGene00006546" "MATCH" "1" "tbx-9" "Caenorhabditis elegans" "T07C4.6" "WBGene00006546" "Gene" ""
"WBGene00006585" "MATCH" "1" "tni-3" "Caenorhabditis elegans" "T20B3.2" "WBGene00006585" "Gene" "tni-3 encodes one of the four elegans troponin I genes; tni-3 is required for coordinated movement, normal body and muscle morphology and for the proper contractions of the vulva and anus; CeTNI-3 interacts with both the body wall and pharynx troponin C; tni-3 is strongly expressed in body wall, head and vulval muscles."
"WBGene00006586" "MATCH" "1" "tni-4" "Caenorhabditis elegans" "W03F8.1" "WBGene00006586" "Gene" "tni-4 encodes one of the four elegans troponin I proteins; tni-4 is required for the normal development of the pharynx during embryonic development; TNI-4 interacts only with the pharyngeal troponin C; tni-4 is expressed exclusively in the pharyngeal muscles."
"WBGene00006583" "MATCH" "1" "tnc-2" "Caenorhabditis elegans" "ZK673.7" "WBGene00006583" "Gene" "tnc-2 encodes pharyngeal muscle troponin C, the calcium-binding component of the troponin complex of actin thin filaments; TNC-2 is essential for postembryonic development, and by homology, likely functions to regulate pharyngeal muscle contraction in response to changes in intracellular calcium; TNC-2 is expressed exclusively in pharyngeal muscle."
"WBGene00006580" "MATCH" "1" "tlp-1" "Caenorhabditis elegans" "T23G4.1" "WBGene00006580" "Gene" "The tlp-1 gene encodes a C2H2-type zinc finger of the Sp-1-like protein family, which is required for normal asymmetry in the divisions of the T.p and T.ap cells; such asymmetry, in turn, is required for normal, rounded tail morphology in adult males."
"WBGene00019859" "MATCH" "1" "R03H10.7" "Caenorhabditis elegans" "R03H10.7" "WBGene00019859" "Gene" ""
"WBGene00019858" "MATCH" "1" "R03H10.6" "Caenorhabditis elegans" "R03H10.6" "WBGene00019858" "Gene" ""
"WBGene00018532" "MATCH" "1" "F47B7.1" "Caenorhabditis elegans" "F47B7.1" "WBGene00018532" "Gene" ""
"WBGene00019864" "MATCH" "1" "ceh-93" "Caenorhabditis elegans" "R04A9.5" "WBGene00019864" "Gene" "ceh-93 is a divergent homeobox gene; it encodes one highly divergent double-homeodomain motif (named Hochob) and two divergent homeodomains; most homeodomain proteins bind DNA and function as transcription factors; ceh-93 is expressed in the seam cell, intestine, and the body wall musculature."
"WBGene00020842" "MATCH" "1" "nmrk-1" "Caenorhabditis elegans" "T27A3.6" "WBGene00020842" "Gene" "T27A3.6 is orthologous to the human gene Molybdenum cofactor synthesis gene 2 (MOCS2), which encodes molybdenum cofactor synthesis protein 2A and molybdenum cofactor synthesis protein 2B, which dimerize to form molybdopterin synthase."
"WBGene00020843" "MATCH" "1" "nse-1" "Caenorhabditis elegans" "T27A3.7" "WBGene00020843" "Gene" ""
"WBGene00019865" "MATCH" "1" "R04A9.6" "Caenorhabditis elegans" "R04A9.6" "WBGene00019865" "Gene" ""
"WBGene00019862" "MATCH" "1" "nrde-3" "Caenorhabditis elegans" "R04A9.2" "WBGene00019862" "Gene" "nrde-3 encodes an Argonaut protein; NRDE-3 functions in nuclear RNA interference (RNAi) by transporting siRNAs from the cytoplasm to the nucleus, where it then interacts with pre-mRNAs in an RNAi-dependent manner to regulate gene expression; an NRDE-3::GFP fusion protein is expressed in most somatic cells after the ~80-cell stage of embryogenesis."
"WBGene00018533" "MATCH" "1" "F47B7.2" "Caenorhabditis elegans" "F47B7.2" "WBGene00018533" "Gene" ""
"WBGene00006578" "MATCH" "1" "tli-1" "Caenorhabditis elegans" "F25H2.1" "WBGene00006578" "Gene" ""
"WBGene00044811" "MATCH" "1" "nta-1" "Caenorhabditis elegans" "F12E12.11" "WBGene00044811" "Gene" ""
"WBGene00006579" "MATCH" "1" "tlk-1" "Caenorhabditis elegans" "C07A9.3" "WBGene00006579" "Gene" "tlk-1 encodes, through alternative splicing, two isoforms of a Tousled-class serine/threonine protein kinase; TLK-1A/B are orthologous to Tousled from A. thaliana; tlk-1(RNAi) embryos have, compared to normal embryos, reduced phosphorylation of the RNA polymerase II C-terminal domain at Serine-2 and methylation of histone H3 at Lysine-36 (posttranslational modifications associated with transcriptional elongation), along with a lethal phenotype consistent with general defects in zygotic transcription; TLK-1A/B have a glutamine/asparagine-rich domain and a putative coil domain."
"WBGene00006576" "MATCH" "1" "tkr-1" "Caenorhabditis elegans" "C38C10.1" "WBGene00006576" "Gene" "tkr-1 encodes a G protein-coupled receptor that is the C. elegans tachykinin-like neuropeptide receptor homolog; by homology, TKR-1 is predicted to function in modulation of excitatory neurotransmission; as loss of tkr-1 activity via RNAi results in moderate reduction of fat content, TKR-1 may play a specific role in regulating lipid metabolism; a tkr-1 reporter gene fusion is reportedly expressed in the socket cells of the deirid and post-deirid sensilla from the L2 larval stage through adulthood."
"WBGene00006577" "MATCH" "1" "tlf-1" "Caenorhabditis elegans" "F39H11.2" "WBGene00006577" "Gene" "The tlf-1 gene encodes a TATA binding protein (TBP)-like factor (TLF-1); TLF-1 is a functional transcriptional factor, and is required in vivo for zygotic embryonic RNA polymerase II transcription."
"WBGene00006574" "MATCH" "1" "tin-13" "Caenorhabditis elegans" "DY3.1" "WBGene00006574" "Gene" ""
"WBGene00006575" "MATCH" "1" "tir-1" "Caenorhabditis elegans" "F13B10.1" "WBGene00006575" "Gene" "tir-1 encodes a Toll-Interleukin 1 Receptor (TIR) domain adaptor protein that is the C. elegans ortholog of human SARM (sterile alpha and armadillo repeats); tir-1 is required for innate immunity, as loss of tir-1 activity results in increased susceptibility to infection; tir-1 also functions in a lateral signaling pathway that specifies neuronal identity and is required for proper localization of NSY-1/MAPKKK to post-synaptic regions; TIR-1 physically interacts with a number of proteins, including UNC-43/CaMKII, the RAB-1 GTPase, and the ATP synthase f subunit encoded by R53.4; TIR-1 is expressed in neurons and localizes to post-synaptic regions of axons."
"WBGene00005241" "MATCH" "1" "srh-16" "Caenorhabditis elegans" "F55C5.9" "WBGene00005241" "Gene" ""
"WBGene00006572" "MATCH" "1" "tin-9.1" "Caenorhabditis elegans" "C06G3.11" "WBGene00006572" "Gene" "tin-9.1 encodes one of two C. elegans members of the Tin9 family of mitochondrial import proteins; TIN-9.1 activity is required for protein import into the mitochondrial inner membrane; TIN-9.1 is also required for normal fertility, embryonic development, body size, and time of reproductive onset."
"WBGene00006573" "MATCH" "1" "tin-10" "Caenorhabditis elegans" "Y66D12A.22" "WBGene00006573" "Gene" "tin-10 encodes the C. elegans member of the Tin10/12 family of mitochondrial import proteins; TIN-10 activity is required for protein import into the mitochondrial inner membrane; TIN-10 is also required for normal fertility, embryonic development, body size, and time of reproductive onset."
"WBGene00006570" "MATCH" "1" "tig-2" "Caenorhabditis elegans" "F39G3.8" "WBGene00006570" "Gene" "tig-2 (like dbl-1, daf-7, and unc-129) encodes a TGF-beta-like protein."
